,postcode,ruralurban,residents,males,females,household,cmmunal,students,area,densitypersons
7335,WR10 2,Total,6009.0,2946.0,3063.0,5954.0,55.0,113.0,4608.98,1.3
7336,WR10 3,Total,4844.0,2363.0,2481.0,4736.0,108.0,99.0,5808.91,0.8
7337,WR11 1,Total,6851.0,3373.0,3478.0,6796.0,55.0,87.0,309.01,22.2
7338,WR11 2,Total,6752.0,3296.0,3456.0,6742.0,10.0,74.0,1584.79,4.3
7339,WR11 3,Total,4079.0,2018.0,2061.0,4051.0,28.0,49.0,262.46,15.5
7340,WR11 4,Total,7947.0,3955.0,3992.0,7886.0,61.0,89.0,3849.74,2.1
7341,WR11 7,Total,8478.0,4179.0,4299.0,8417.0,61.0,167.0,5969.22,1.4
7342,WR11 8,Total,7507.0,3827.0,3680.0,7010.0,497.0,104.0,3597.26,2.1
7343,WR12 7,Total,5436.0,2568.0,2868.0,5371.0,65.0,103.0,5990.21,0.9
7344,WR13 5,Total,3508.0,1736.0,1772.0,3469.0,39.0,89.0,4991.51,0.7
7345,WR13 6,Total,4687.0,2237.0,2450.0,4497.0,190.0,137.0,5337.23,0.9
7346,WR14 1,Total,11656.0,5625.0,6031.0,11566.0,90.0,150.0,946.54,12.3
7347,WR14 2,Total,10989.0,5273.0,5716.0,10880.0,109.0,150.0,435.31,25.2
7348,WR14 3,Total,6198.0,2883.0,3315.0,5325.0,873.0,115.0,523.44,11.8
7349,WR14 4,Total,5364.0,2752.0,2612.0,5109.0,255.0,131.0,1397.61,3.8
7350,WR15 8,Total,7098.0,3503.0,3595.0,6962.0,136.0,120.0,10371.61,0.7
7351,WR2  4,Total,9780.0,4784.0,4996.0,9658.0,122.0,165.0,2487.87,3.9
7352,WR2  5,Total,11664.0,5735.0,5929.0,11505.0,159.0,122.0,782.81,14.9
7353,WR2  6,Total,8455.0,4091.0,4364.0,7628.0,827.0,156.0,2689.31,3.1
7354,WR3  7,Total,11148.0,5462.0,5686.0,10996.0,152.0,163.0,1048.78,10.6
7355,WR3  8,Total,9324.0,4596.0,4728.0,9297.0,27.0,124.0,1068.08,8.7
7356,WR4  0,Total,10551.0,5178.0,5373.0,10551.0,0.0,123.0,449.38,23.5
7357,WR4  9,Total,15485.0,7597.0,7888.0,15432.0,53.0,73.0,382.22,40.5
7358,WR5  1,Total,10223.0,5063.0,5160.0,10048.0,175.0,81.0,307.41,33.3
7359,WR5  2,Total,8397.0,4071.0,4326.0,8241.0,156.0,119.0,1344.93,6.2
7360,WR5  3,Total,12534.0,6074.0,6460.0,12469.0,65.0,196.0,1643.37,7.6
7361,WR6  5,Total,5057.0,2531.0,2526.0,5045.0,12.0,137.0,10831.34,0.5
7362,WR6  6,Total,7034.0,3510.0,3524.0,6921.0,113.0,151.0,13803.37,0.5
7363,WR7  4,Total,4984.0,2466.0,2518.0,4946.0,38.0,118.0,6335.28,0.8
7364,WR8  0,Total,5707.0,2723.0,2984.0,5553.0,154.0,85.0,4741.51,1.2
7365,WR8  9,Total,2812.0,1385.0,1427.0,2716.0,96.0,93.0,6673.36,0.4
7366,WR9  0,Total,5528.0,2711.0,2817.0,5474.0,54.0,97.0,7236.89,0.8
7367,WR9  7,Total,9794.0,4829.0,4965.0,9715.0,79.0,192.0,5393.93,1.8
7368,WR9  8,Total,11313.0,5411.0,5902.0,11164.0,149.0,124.0,385.45,29.4
7369,WR9  9,Total,4393.0,2118.0,2275.0,4355.0,38.0,34.0,154.54,28.4
7370,WS1  1,Total,413.0,245.0,168.0,413.0,0.0,0.0,34.17,12.1
7371,WS1  2,Total,7859.0,3925.0,3934.0,7783.0,76.0,77.0,179.46,43.8
7372,WS1  3,Total,8977.0,4543.0,4434.0,8522.0,455.0,107.0,190.36,47.2
7373,WS1  4,Total,10022.0,5039.0,4983.0,9986.0,36.0,58.0,173.63,57.7
7374,WS10 0,Total,14197.0,6838.0,7359.0,14197.0,0.0,63.0,343.14,41.4
7375,WS10 7,Total,5930.0,2870.0,3060.0,5833.0,97.0,40.0,263.95,22.5
7376,WS10 8,Total,12757.0,6344.0,6413.0,12662.0,95.0,50.0,356.62,35.8
7377,WS10 9,Total,13827.0,6839.0,6988.0,13673.0,154.0,79.0,308.37,44.8
7378,WS11 0,Total,4269.0,2085.0,2184.0,4186.0,83.0,20.0,218.48,19.5
7379,WS11 1,Total,8801.0,4289.0,4512.0,8798.0,3.0,84.0,1079.54,8.2
7380,WS11 4,Total,4475.0,2217.0,2258.0,4454.0,21.0,24.0,90.89,49.2
7381,WS11 5,Total,7462.0,3659.0,3803.0,7431.0,31.0,44.0,178.26,41.9
7382,WS11 6,Total,3927.0,1930.0,1997.0,3927.0,0.0,22.0,130.73,30.0
7383,WS11 7,Total,4502.0,2153.0,2349.0,4388.0,114.0,46.0,109.33,41.2
7384,WS11 8,Total,1678.0,824.0,854.0,1675.0,3.0,12.0,79.5,21.1
7385,WS11 9,Total,7479.0,3696.0,3783.0,7473.0,6.0,45.0,1515.92,4.9
7386,WS12 0,Total,3360.0,1683.0,1677.0,3322.0,38.0,25.0,694.25,4.8
7387,WS12 1,Total,4882.0,2479.0,2403.0,4864.0,18.0,34.0,274.19,17.8
7388,WS12 2,Total,6544.0,3266.0,3278.0,6453.0,91.0,67.0,155.91,42.0
7389,WS12 3,Total,5043.0,2515.0,2528.0,4994.0,49.0,43.0,170.54,29.6
7390,WS12 4,Total,15579.0,7768.0,7811.0,15537.0,42.0,108.0,1844.74,8.4
7391,WS13 6,Total,8824.0,4311.0,4513.0,8630.0,194.0,104.0,283.44,31.1
7392,WS13 7,Total,10948.0,5382.0,5566.0,10921.0,27.0,114.0,336.88,32.5
7393,WS13 8,Total,6856.0,3334.0,3522.0,6748.0,108.0,126.0,5204.68,1.3
7394,WS14 0,Total,4466.0,2149.0,2317.0,4335.0,131.0,76.0,3517.05,1.3
7395,WS14 9,Total,12639.0,6599.0,6040.0,11976.0,663.0,306.0,1698.88,7.4
7396,WS15 1,Total,10108.0,4946.0,5162.0,10078.0,30.0,72.0,719.39,14.1
7397,WS15 2,Total,14776.0,7311.0,7465.0,14593.0,183.0,103.0,1970.73,7.5
7398,WS15 3,Total,4121.0,2022.0,2099.0,4021.0,100.0,102.0,8643.19,0.5
7399,WS15 4,Total,7547.0,3691.0,3856.0,7435.0,112.0,90.0,2706.08,2.8
7400,WS2  0,Total,8580.0,4030.0,4550.0,8529.0,51.0,29.0,228.13,37.6
7401,WS2  7,Total,8062.0,3965.0,4097.0,7994.0,68.0,29.0,263.03,30.7
7402,WS2  8,Total,10737.0,5352.0,5385.0,10712.0,25.0,64.0,264.53,40.6
7403,WS2  9,Total,11375.0,5644.0,5731.0,11294.0,81.0,67.0,334.19,34.0
7404,WS3  1,Total,12472.0,6158.0,6314.0,12417.0,55.0,40.0,366.33,34.0
7405,WS3  2,Total,13129.0,6377.0,6752.0,13078.0,51.0,50.0,329.83,39.8
7406,WS3  3,Total,13625.0,6625.0,7000.0,13411.0,214.0,98.0,436.45,31.2
7407,WS3  4,Total,8847.0,4341.0,4506.0,8808.0,39.0,100.0,233.09,38.0
7408,WS3  5,Total,2024.0,1016.0,1008.0,2024.0,0.0,14.0,162.57,12.5
7409,WS4  1,Total,12266.0,5964.0,6302.0,12183.0,83.0,100.0,495.83,24.7
7410,WS4  2,Total,4539.0,2274.0,2265.0,4509.0,30.0,73.0,301.58,15.1
7411,WS5  3,Total,9765.0,4811.0,4954.0,9765.0,0.0,165.0,433.84,22.5
7412,WS5  4,Total,11702.0,5569.0,6133.0,11636.0,66.0,85.0,314.14,37.3
7413,WS6  6,Total,9466.0,4612.0,4854.0,9185.0,281.0,80.0,734.15,12.9
7414,WS6  7,Total,8717.0,4319.0,4398.0,8717.0,0.0,86.0,492.45,17.7
7415,WS7  0,Total,3850.0,1893.0,1957.0,3792.0,58.0,35.0,850.89,4.5
7416,WS7  1,Total,5182.0,2544.0,2638.0,5128.0,54.0,50.0,172.72,30.0
7417,WS7  2,Total,5490.0,2743.0,2747.0,5481.0,9.0,52.0,134.25,40.9
7418,WS7  3,Total,1507.0,733.0,774.0,1434.0,73.0,5.0,441.94,3.4
7419,WS7  4,Total,7524.0,3763.0,3761.0,7506.0,18.0,57.0,313.83,24.0
7420,WS7  9,Total,6314.0,3175.0,3139.0,6245.0,69.0,77.0,676.02,9.3
7421,WS8  6,Total,6075.0,3050.0,3025.0,5989.0,86.0,31.0,254.36,23.9
7422,WS8  7,Total,9511.0,4641.0,4870.0,9450.0,61.0,42.0,548.1,17.4
7423,WS9  0,Total,9388.0,4578.0,4810.0,9324.0,64.0,129.0,1583.65,5.9
7424,WS9  8,Total,8659.0,4129.0,4530.0,8652.0,7.0,107.0,496.74,17.4
7425,WS9  9,Total,8613.0,4292.0,4321.0,8545.0,68.0,89.0,1449.09,5.9
7426,WV1  1,Total,2472.0,1401.0,1071.0,1017.0,1455.0,71.0,83.46,29.6
7427,WV1  2,Total,9646.0,4766.0,4880.0,9586.0,60.0,49.0,295.29,32.7
7428,WV1  3,Total,712.0,393.0,319.0,712.0,0.0,0.0,39.12,18.2
7429,WV1  4,Total,3709.0,2111.0,1598.0,3642.0,67.0,27.0,71.28,52.0
7430,WV10 0,Total,11309.0,5761.0,5548.0,11309.0,0.0,85.0,266.95,42.4
7431,WV10 6,Total,11675.0,5612.0,6063.0,11628.0,47.0,85.0,434.22,26.9
7432,WV10 7,Total,7013.0,3821.0,3192.0,6197.0,816.0,63.0,2554.59,2.7
7433,WV10 8,Total,11952.0,5729.0,6223.0,11881.0,71.0,71.0,419.83,28.5
7434,WV10 9,Total,14445.0,6852.0,7593.0,14332.0,113.0,63.0,330.11,43.8
7435,WV11 1,Total,11937.0,5880.0,6057.0,11786.0,151.0,78.0,280.89,42.5
7436,WV11 2,Total,10838.0,5337.0,5501.0,10811.0,27.0,80.0,1246.21,8.7
7437,WV11 3,Total,11796.0,5857.0,5939.0,11738.0,58.0,61.0,391.93,30.1
7438,WV12 4,Total,10413.0,5130.0,5283.0,10413.0,0.0,57.0,295.1,35.3
7439,WV12 5,Total,15236.0,7470.0,7766.0,15182.0,54.0,99.0,345.9,44.0
7440,WV13 1,Total,5808.0,2810.0,2998.0,5774.0,34.0,26.0,125.26,46.4
7441,WV13 2,Total,7124.0,3539.0,3585.0,7064.0,60.0,37.0,262.38,27.2
7442,WV13 3,Total,7706.0,3766.0,3940.0,7706.0,0.0,40.0,185.53,41.5
7443,WV14 0,Total,5950.0,2985.0,2965.0,5868.0,82.0,29.0,312.73,19.0
7444,WV14 6,Total,8637.0,4267.0,4370.0,8582.0,55.0,39.0,199.3,43.3
7445,WV14 7,Total,4361.0,2126.0,2235.0,4361.0,0.0,21.0,136.05,32.1
7446,WV14 8,Total,14386.0,7020.0,7366.0,14369.0,17.0,55.0,356.09,40.4
7447,WV14 9,Total,13835.0,6751.0,7084.0,13704.0,131.0,90.0,366.64,37.7
7448,WV15 5,Total,3753.0,1864.0,1889.0,3665.0,88.0,66.0,3133.98,1.2
7449,WV15 6,Total,4186.0,2077.0,2109.0,4089.0,97.0,66.0,4232.66,1.0
7450,WV16 4,Total,7112.0,3500.0,3612.0,7043.0,69.0,121.0,3280.7,2.2
7451,WV16 5,Total,3360.0,1633.0,1727.0,3315.0,45.0,60.0,1204.77,2.8
7452,WV16 6,Total,6818.0,3356.0,3462.0,6732.0,86.0,95.0,14251.23,0.5
7453,WV2  1,Total,3155.0,1626.0,1529.0,3134.0,21.0,43.0,76.6,41.2
7454,WV2  2,Total,5077.0,2506.0,2571.0,5068.0,9.0,29.0,143.56,35.4
7455,WV2  3,Total,4166.0,2061.0,2105.0,4025.0,141.0,19.0,75.19,55.4
7456,WV2  4,Total,2322.0,1225.0,1097.0,2125.0,197.0,18.0,78.33,29.6
7457,WV3  0,Total,7321.0,3699.0,3622.0,7171.0,150.0,47.0,156.04,46.9
7458,WV3  7,Total,6814.0,3276.0,3538.0,6758.0,56.0,70.0,129.95,52.4
7459,WV3  8,Total,6739.0,3281.0,3458.0,6739.0,0.0,105.0,238.03,28.3
7460,WV3  9,Total,8097.0,4176.0,3921.0,7774.0,323.0,111.0,258.26,31.4
7461,WV4  4,Total,13379.0,6557.0,6822.0,13217.0,162.0,157.0,969.45,13.8
7462,WV4  5,Total,11377.0,5618.0,5759.0,11165.0,212.0,161.0,647.78,17.6
7463,WV4  6,Total,10366.0,5059.0,5307.0,10341.0,25.0,76.0,259.45,40.0
7464,WV5  0,Total,5714.0,2750.0,2964.0,5695.0,19.0,54.0,318.58,17.9
7465,WV5  7,Total,2770.0,1374.0,1396.0,2729.0,41.0,59.0,4704.02,0.6
7466,WV5  8,Total,4103.0,2070.0,2033.0,4103.0,0.0,72.0,201.34,20.4
7467,WV5  9,Total,3296.0,1589.0,1707.0,3296.0,0.0,37.0,298.85,11.0
7468,WV6  0,Total,13383.0,6883.0,6500.0,13248.0,135.0,117.0,312.43,42.8
7469,WV6  7,Total,13382.0,6551.0,6831.0,13327.0,55.0,229.0,5081.66,2.6
7470,WV6  8,Total,10779.0,5225.0,5554.0,10563.0,216.0,186.0,465.12,23.2
7471,WV6  9,Total,7451.0,3656.0,3795.0,7369.0,82.0,87.0,287.19,25.9
7472,WV7  3,Total,7166.0,3792.0,3374.0,6408.0,758.0,109.0,3659.64,2.0
7473,WV8  1,Total,11192.0,5325.0,5867.0,11141.0,51.0,117.0,727.06,15.4
7474,WV8  2,Total,4388.0,2115.0,2273.0,4266.0,122.0,88.0,779.63,5.6
7475,WV9  5,Total,7231.0,3570.0,3661.0,7202.0,29.0,87.0,1442.25,5.0
7476,YO1  6,Total,1977.0,1032.0,945.0,1962.0,15.0,17.0,38.88,50.8
7477,YO1  7,Total,731.0,357.0,374.0,721.0,10.0,3.0,17.33,42.2
7478,YO1  9,Total,1806.0,903.0,903.0,1387.0,419.0,14.0,67.67,26.7
7479,YO10 3,Total,12864.0,6429.0,6435.0,12784.0,80.0,108.0,391.23,32.9
7480,YO10 4,Total,9027.0,4576.0,4451.0,8544.0,483.0,123.0,311.08,29.0
7481,YO10 5,Total,8602.0,4063.0,4539.0,4675.0,3927.0,107.0,1344.04,6.4
7482,YO11 1,Total,3970.0,2021.0,1949.0,3867.0,103.0,20.0,85.48,46.4
7483,YO11 2,Total,7468.0,3674.0,3794.0,6786.0,682.0,75.0,281.35,26.5
7484,YO11 3,Total,11461.0,5503.0,5958.0,11222.0,239.0,99.0,4381.84,2.6
7485,YO12 4,Total,9023.0,4417.0,4606.0,8867.0,156.0,109.0,5639.85,1.6
7486,YO12 5,Total,9707.0,4592.0,5115.0,9555.0,152.0,139.0,555.08,17.5
7487,YO12 6,Total,10678.0,5065.0,5613.0,10564.0,114.0,124.0,320.97,33.3
7488,YO12 7,Total,11436.0,5600.0,5836.0,11170.0,266.0,129.0,158.41,72.2
7489,YO13 0,Total,5166.0,2482.0,2684.0,5113.0,53.0,103.0,12066.68,0.4
7490,YO13 9,Total,4945.0,2343.0,2602.0,4917.0,28.0,108.0,10578.0,0.5
7491,YO14 0,Total,5499.0,2600.0,2899.0,5497.0,2.0,59.0,3424.69,1.6
7492,YO14 9,Total,5757.0,2750.0,3007.0,5754.0,3.0,54.0,2632.81,2.2
7493,YO15 1,Total,3416.0,1654.0,1762.0,3400.0,16.0,40.0,3330.41,1.0
7494,YO15 2,Total,4695.0,2395.0,2300.0,4337.0,358.0,36.0,81.55,57.6
7495,YO15 3,Total,5628.0,2728.0,2900.0,5330.0,298.0,58.0,240.5,23.4
7496,YO16 4,Total,9530.0,4549.0,4981.0,9357.0,173.0,58.0,4650.29,2.0
7497,YO16 6,Total,7536.0,3584.0,3952.0,7481.0,55.0,68.0,639.44,11.8
7498,YO16 7,Total,8409.0,4001.0,4408.0,8351.0,58.0,67.0,485.77,17.3
7499,YO17 6,Total,2783.0,1379.0,1404.0,2761.0,22.0,55.0,8667.12,0.3
7500,YO17 7,Total,4888.0,2412.0,2476.0,4781.0,107.0,72.0,1625.08,3.0
7501,YO17 8,Total,5763.0,2843.0,2920.0,5704.0,59.0,78.0,20154.26,0.3
7502,YO17 9,Total,7780.0,3825.0,3955.0,7716.0,64.0,77.0,11485.79,0.7
7503,YO18 7,Total,5451.0,2533.0,2918.0,5350.0,101.0,91.0,13935.94,0.4
7504,YO18 8,Total,5309.0,2563.0,2746.0,5265.0,44.0,75.0,12852.82,0.4
7505,YO19 4,Total,1464.0,715.0,749.0,1447.0,17.0,20.0,1551.16,0.9
7506,YO19 5,Total,4410.0,2123.0,2287.0,4356.0,54.0,90.0,2317.42,1.9
7507,YO19 6,Total,7040.0,3319.0,3721.0,6730.0,310.0,137.0,8462.78,0.8
7508,YO21 1,Total,5938.0,2855.0,3083.0,5893.0,45.0,82.0,7310.82,0.8
7509,YO21 2,Total,3079.0,1530.0,1549.0,3066.0,13.0,77.0,19402.3,0.2
7510,YO21 3,Total,5115.0,2456.0,2659.0,4854.0,261.0,52.0,2135.96,2.4
7511,YO22 4,Total,5852.0,2912.0,2940.0,5634.0,218.0,78.0,6972.11,0.8
7512,YO22 5,Total,2876.0,1367.0,1509.0,2852.0,24.0,42.0,8417.89,0.3
7513,YO23 1,Total,8253.0,4018.0,4235.0,8222.0,31.0,88.0,313.27,26.3
7514,YO23 2,Total,3906.0,1878.0,2028.0,3895.0,11.0,87.0,1152.83,3.4
7515,YO23 3,Total,6069.0,2919.0,3150.0,5758.0,311.0,154.0,3683.94,1.6
7516,YO23 7,Total,1096.0,546.0,550.0,1096.0,0.0,26.0,2746.22,0.4
7517,YO24 1,Total,5533.0,2652.0,2881.0,5371.0,162.0,91.0,226.94,24.4
7518,YO24 2,Total,7515.0,3654.0,3861.0,7514.0,1.0,95.0,260.55,28.8
7519,YO24 3,Total,8686.0,4145.0,4541.0,8614.0,72.0,64.0,170.56,50.9
7520,YO24 4,Total,7922.0,3901.0,4021.0,7778.0,144.0,91.0,168.17,47.1
7521,YO25 3,Total,2436.0,1208.0,1228.0,2420.0,16.0,42.0,16277.49,0.1
7522,YO25 4,Total,4730.0,2286.0,2444.0,4716.0,14.0,60.0,12781.07,0.4
7523,YO25 5,Total,7013.0,3341.0,3672.0,6857.0,156.0,103.0,769.52,9.1
7524,YO25 6,Total,6067.0,2940.0,3127.0,6016.0,51.0,64.0,230.25,26.3
7525,YO25 8,Total,5950.0,2984.0,2966.0,5926.0,24.0,85.0,15669.6,0.4
7526,YO25 9,Total,7114.0,3471.0,3643.0,7064.0,50.0,144.0,19079.2,0.4
7527,YO26 4,Total,6090.0,2992.0,3098.0,6090.0,0.0,52.0,141.83,42.9
7528,YO26 5,Total,11758.0,5786.0,5972.0,11657.0,101.0,106.0,254.16,46.3
7529,YO26 6,Total,5445.0,2570.0,2875.0,5424.0,21.0,118.0,1253.31,4.3
7530,YO26 7,Total,2092.0,1038.0,1054.0,2092.0,0.0,47.0,3017.75,0.7
7531,YO26 8,Total,2938.0,1445.0,1493.0,2843.0,95.0,66.0,4641.53,0.6
7532,YO26 9,Total,1879.0,940.0,939.0,1300.0,579.0,74.0,3359.56,0.6
7533,YO30 1,Total,2421.0,1180.0,1241.0,2375.0,46.0,57.0,2775.67,0.9
7534,YO30 2,Total,1800.0,966.0,834.0,1635.0,165.0,25.0,1639.48,1.1
7535,YO30 4,Total,2846.0,1397.0,1449.0,2846.0,0.0,50.0,294.63,9.7
7536,YO30 5,Total,7543.0,3660.0,3883.0,7408.0,135.0,92.0,369.72,20.4
7537,YO30 6,Total,9602.0,4702.0,4900.0,9414.0,188.0,105.0,185.24,51.8
7538,YO30 7,Total,2399.0,1227.0,1172.0,2247.0,152.0,43.0,68.27,35.1
7539,YO31 0,Total,6592.0,3266.0,3326.0,6575.0,17.0,61.0,138.74,47.5
7540,YO31 1,Total,4632.0,2244.0,2388.0,4621.0,11.0,74.0,406.86,11.4
7541,YO31 7,Total,5294.0,2712.0,2582.0,5021.0,273.0,61.0,93.98,56.3
7542,YO31 8,Total,7104.0,3320.0,3784.0,6598.0,506.0,69.0,119.26,59.6
7543,YO31 9,Total,6617.0,3187.0,3430.0,6610.0,7.0,77.0,145.75,45.4
7544,YO32 2,Total,5195.0,2384.0,2811.0,5097.0,98.0,84.0,792.56,6.6
7545,YO32 3,Total,6843.0,3240.0,3603.0,6786.0,57.0,123.0,862.03,7.9
7546,YO32 4,Total,2737.0,1205.0,1532.0,2667.0,70.0,17.0,317.2,8.6
7547,YO32 5,Total,6047.0,2928.0,3119.0,5896.0,151.0,140.0,1609.34,3.8
7548,YO32 9,Total,7448.0,3602.0,3846.0,7374.0,74.0,119.0,2429.7,3.1
7549,YO41 1,Total,6011.0,3199.0,2812.0,5331.0,680.0,101.0,7356.06,0.8
7550,YO41 4,Total,2148.0,1053.0,1095.0,2148.0,0.0,48.0,3142.84,0.7
7551,YO41 5,Total,2678.0,1320.0,1358.0,2660.0,18.0,44.0,3033.09,0.9
7552,YO42 1,Total,2093.0,1036.0,1057.0,2077.0,16.0,50.0,13959.73,0.1
7553,YO42 2,Total,8337.0,4011.0,4326.0,8161.0,176.0,134.0,1060.99,7.9
7554,YO42 4,Total,4129.0,2067.0,2062.0,4116.0,13.0,104.0,10783.21,0.4
7555,YO43 3,Total,7358.0,3569.0,3789.0,7300.0,58.0,88.0,5920.97,1.2
7556,YO43 4,Total,4930.0,2426.0,2504.0,4891.0,39.0,63.0,10892.9,0.5
7557,YO51 9,Total,5533.0,2688.0,2845.0,5435.0,98.0,94.0,4480.5,1.2
7558,YO60 6,Total,1636.0,785.0,851.0,1628.0,8.0,47.0,5270.93,0.3
7559,YO60 7,Total,3105.0,1543.0,1562.0,3105.0,0.0,80.0,10361.99,0.3
7560,YO61 1,Total,5216.0,2540.0,2676.0,5154.0,62.0,143.0,9817.25,0.5
7561,YO61 2,Total,1222.0,639.0,583.0,1183.0,39.0,33.0,4364.39,0.3
7562,YO61 3,Total,5295.0,2456.0,2839.0,5273.0,22.0,122.0,5616.76,0.9
7563,YO61 4,Total,2271.0,1116.0,1155.0,2237.0,34.0,67.0,11485.62,0.2
7564,YO62 4,Total,2952.0,1600.0,1352.0,2304.0,648.0,97.0,6871.43,0.4
7565,YO62 5,Total,2803.0,1368.0,1435.0,2791.0,12.0,64.0,20030.63,0.1
7566,YO62 6,Total,4444.0,2156.0,2288.0,4430.0,14.0,70.0,10943.26,0.4
7567,YO62 7,Total,1861.0,937.0,924.0,1833.0,28.0,39.0,13739.59,0.1
7568,YO7  1,Total,9247.0,4489.0,4758.0,9146.0,101.0,117.0,2423.76,3.8
7569,YO7  2,Total,2679.0,1312.0,1367.0,2674.0,5.0,70.0,14254.72,0.2
7570,YO7  3,Total,4591.0,2495.0,2096.0,4068.0,523.0,76.0,6565.09,0.7
7571,YO7  4,Total,3480.0,1721.0,1759.0,3469.0,11.0,73.0,7578.95,0.5
7572,YO8  3,Total,4439.0,2201.0,2238.0,4399.0,40.0,49.0,3814.68,1.2
7573,YO8  4,Total,6998.0,3420.0,3578.0,6886.0,112.0,66.0,329.16,21.3
7574,YO8  5,Total,6557.0,3217.0,3340.0,6526.0,31.0,81.0,4053.79,1.6
7575,YO8  6,Total,5096.0,2541.0,2555.0,5096.0,0.0,71.0,8083.27,0.6
7576,YO8  8,Total,8413.0,4168.0,4245.0,8310.0,103.0,88.0,6484.91,1.3
7577,YO8  9,Total,12226.0,5985.0,6241.0,12169.0,57.0,159.0,2703.83,4.5
7578,CF10 1,Total,802.0,494.0,308.0,801.0,1.0,3.0,136.37,5.9
7579,CF10 2,Total,1727.0,1054.0,673.0,1727.0,0.0,17.0,41.96,41.2
7580,CF10 3,Total,1962.0,901.0,1061.0,999.0,963.0,26.0,22.56,87.0
7581,CF10 4,Total,4064.0,2310.0,1754.0,4064.0,0.0,15.0,293.91,13.8
7582,CF10 5,Total,6061.0,3231.0,2830.0,5873.0,188.0,22.0,218.29,27.8
7583,CF11 0,Total,2253.0,1247.0,1006.0,2253.0,0.0,11.0,140.06,16.1
7584,CF11 6,Total,12248.0,6488.0,5760.0,11927.0,321.0,65.0,206.39,59.3
7585,CF11 7,Total,9896.0,5043.0,4853.0,9848.0,48.0,50.0,101.35,97.6
7586,CF11 8,Total,3904.0,1910.0,1994.0,3904.0,0.0,16.0,201.57,19.4
7587,CF11 9,Total,7757.0,3915.0,3842.0,7497.0,260.0,80.0,204.74,37.9
7588,CF14 0,Total,5349.0,2636.0,2713.0,5349.0,0.0,152.0,878.48,6.1
7589,CF14 1,Total,10205.0,4869.0,5336.0,9961.0,244.0,144.0,209.8,48.6
7590,CF14 2,Total,10875.0,5229.0,5646.0,10790.0,85.0,114.0,294.42,36.9
7591,CF14 3,Total,11994.0,5643.0,6351.0,9156.0,2838.0,173.0,262.55,45.7
7592,CF14 4,Total,9253.0,4542.0,4711.0,9245.0,8.0,134.0,173.76,53.3
7593,CF14 5,Total,9547.0,4562.0,4985.0,9367.0,180.0,121.0,252.23,37.9
7594,CF14 6,Total,9007.0,4239.0,4768.0,9007.0,0.0,139.0,537.67,16.8
7595,CF14 7,Total,4627.0,2266.0,2361.0,4597.0,30.0,83.0,238.39,19.4
7596,CF14 9,Total,6999.0,3334.0,3665.0,6999.0,0.0,157.0,156.82,44.6
7597,CF15 7,Total,5543.0,2670.0,2873.0,5465.0,78.0,54.0,1101.14,5.0
7598,CF15 8,Total,6417.0,3142.0,3275.0,6379.0,38.0,173.0,466.91,13.7
7599,CF15 9,Total,5863.0,2857.0,3006.0,5844.0,19.0,189.0,1424.48,4.1
7600,CF23 5,Total,10199.0,4933.0,5266.0,9419.0,780.0,206.0,219.92,46.4
7601,CF23 6,Total,10743.0,5201.0,5542.0,9964.0,779.0,285.0,321.17,33.4
7602,CF23 7,Total,8038.0,3795.0,4243.0,7930.0,108.0,79.0,148.56,54.1
7603,CF23 8,Total,7353.0,3524.0,3829.0,7353.0,0.0,87.0,516.89,14.2
7604,CF23 9,Total,10694.0,5105.0,5589.0,10694.0,0.0,100.0,354.08,30.2
7605,CF24 0,Total,5420.0,2948.0,2472.0,3742.0,1678.0,46.0,58.11,93.3
7606,CF24 1,Total,5618.0,2974.0,2644.0,5371.0,247.0,33.0,85.92,65.4
7607,CF24 2,Total,12926.0,6308.0,6618.0,12875.0,51.0,75.0,390.22,33.1
7608,CF24 3,Total,11490.0,6272.0,5218.0,11319.0,171.0,94.0,98.08,117.1
7609,CF24 4,Total,20071.0,10122.0,9949.0,18675.0,1396.0,162.0,164.89,121.7
7610,CF24 5,Total,335.0,153.0,182.0,335.0,0.0,1.0,98.2,3.4
7611,CF3  0,Total,12208.0,5669.0,6539.0,12128.0,80.0,87.0,476.25,25.6
7612,CF3  1,Total,4686.0,2191.0,2495.0,4595.0,91.0,10.0,94.26,49.7
7613,CF3  2,Total,3330.0,1587.0,1743.0,3291.0,39.0,51.0,960.17,3.5
7614,CF3  3,Total,6885.0,3240.0,3645.0,6835.0,50.0,45.0,300.06,22.9
7615,CF3  4,Total,5839.0,2838.0,3001.0,5812.0,27.0,25.0,198.03,29.5
7616,CF3  5,Total,7939.0,3762.0,4177.0,7939.0,0.0,45.0,178.57,44.5
7617,CF3  6,Total,1336.0,671.0,665.0,1336.0,0.0,44.0,2292.13,0.6
7618,CF31 1,Total,9200.0,4520.0,4680.0,9136.0,64.0,91.0,304.33,30.2
7619,CF31 2,Total,11749.0,5756.0,5993.0,11708.0,41.0,164.0,321.41,36.6
7620,CF31 3,Total,4298.0,2110.0,2188.0,4187.0,111.0,102.0,357.8,12.0
7621,CF31 4,Total,13438.0,6529.0,6909.0,13290.0,148.0,188.0,796.77,16.9
7622,CF31 5,Total,6198.0,3046.0,3152.0,6198.0,0.0,89.0,145.98,42.5
7623,CF32 0,Total,4946.0,2401.0,2545.0,4946.0,0.0,98.0,5682.19,0.9
